2.904320,-0.003596,0.090088,-0.000000
2.908340,-0.004666,0.116907,-0.000000
2.911570,-0.005918,0.148282,-0.000000
2.914030,-0.006911,0.173162,-0.000000
2.918330,-0.007936,0.198842,-0.000000
2.921040,-0.008997,0.225421,-0.000000
2.926800,-0.010265,0.257195,-0.000000
2.935520,-0.011481,0.287671,-0.000000
2.942450,-0.012678,0.317647,-0.000000
2.948460,-0.013699,0.343227,-0.000000
2.955700,-0.014859,0.372304,-0.000000
2.962900,-0.015880,0.397883,-0.000000
2.972300,-0.016929,0.424162,-0.000000
2.991400,-0.017974,0.450341,-0.000000
3.021200,-0.017392,0.435753,-0.000000
3.033900,-0.016710,0.418667,-0.000000
3.048400,-0.015816,0.396284,-0.000000
3.061600,-0.014851,0.372104,-0.000000
3.072500,-0.013974,0.350121,-0.000000
3.082100,-0.013129,0.328938,-0.000000
3.091700,-0.012259,0.307155,-0.000000
3.101600,-0.011099,0.278079,-0.000000
3.117000,-0.009854,0.246903,-0.000000
3.124000,-0.009001,0.225520,-0.000000
3.135600,-0.007777,0.194845,-0.000000
3.145900,-0.006548,0.164069,-0.000000
3.153100,-0.005424,0.135892,-0.000000
3.160300,-0.004339,0.108713,-0.000000
3.167600,-0.003216,0.080586,-0.000000
3.174800,-0.002118,0.053078,-0.000000
3.180800,-0.001249,0.031305,-0.000000
3.191200,-0.000078,0.001956,-0.000000
3.201300,0.001384,-0.034682,0.000000
3.208500,0.002299,-0.057604,0.000000
3.215700,0.003227,-0.080846,0.000000
3.224100,0.004267,-0.106915,0.000000
3.235500,0.005272,-0.132095,0.000000
3.252800,0.006050,-0.151579,0.000000
3.285500,0.005743,-0.143885,0.000000
3.313300,0.005236,-0.131196,0.000000
3.336100,0.004594,-0.115108,0.000000
3.361400,0.003777,-0.094635,0.000000
3.384200,0.002965,-0.074301,0.000000
3.407100,0.002126,-0.053278,0.000000
3.432400,0.001240,-0.031075,0.000000
3.458900,0.000378,-0.009463,0.000000
3.481400,-0.000276,0.006908,-0.000000
3.511900,-0.000951,0.023831,-0.000000
3.539300,-0.001139,0.028547,-0.000000
3.564800,-0.001066,0.026709,-0.000000
3.591300,-0.001017,0.025490,-0.000000
3.617800,-0.000845,0.021183,-0.000000
3.644300,-0.000642,0.016077,-0.000000
3.670800,-0.000397,0.009956,-0.000000
3.702100,-0.000134,0.003358,-0.000000
3.728500,0.000110,-0.002766,0.000000
3.755000,0.000171,-0.004285,0.000000
3.781500,0.000175,-0.004374,0.000000
3.805200,-0.000058,0.001448,-0.000000
